,Testcase,Security,Redundancy,Method,# ES,# Switches,# Streams,# Receiver Tasks,# Tasks,Total cost,Routing cost,Scheduling cost,Normal application latency,Infeasible Apps,"Bandwidth use (Mean,%)","CPU use (Mean,%)",Optimization Time (ms),First feasible solution time (ms),Total Runtime (ms),Infeasible apps,Overlapping number,Stream with overlap,Tstart,alpha,Prmv,k,a,b
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580144,0,580175,0/10,0,0,1,0.99,0.1,30,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580272,0,580298,0/10,0,0,1,0.99,0.1,30,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580230,0,580260,0/10,0,0,10000,0.999999,0.1,5,50000,10000,5
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580317,0,580344,0/10,0,0,1,0.99,0.1,30,50000,10000,10
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580223,0,580252,0/10,0,0,1,0.99,0.1,30,50000,10000,1000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580348,0,580374,0/10,0,0,1,0.99,0.1,30,50000,10000,1000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580377,0,580408,0/10,0,0,1,0.99,0.1,30,50000,10000,1000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580210,0,580235,0/10,0,0,10000,0.999999,0.1,5,50000,10000,5
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580272,0,580301,0/10,0,0,1,0.99,0.1,30,50000,10000,1000
0,small2,True,True,SA_ROUTING_SA_SCHEDULING_COMB,8,4,14,20,23,13794,34,13760,13716,,0.007407157894736843,5.007375,580217,0,580244,0/10,0,0,1,0.99,0.1,10,50000,10000,1000
